
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2025;;;;;;;
 8444420692208 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA II ;QUADRA 40, Apto 101, LOTE 12, RUA JOVIANIA ;72.409,80;158.000,00;54.18;Apartamento, 89.02 de área total, 58.67 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420692208
 8444425766536 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;QD 85 CONJUNTO A RUA 38, N. S/N, Apto 201, QD 85, BL N, ST 11, CJ A ;73.326,38;160.000,00;54.18;Apartamento, 0.00 de área total, 58.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425766536
 8444424726174 ;GO ;AGUAS LINDAS DE GOIAS ;ROYAL PARQUE ;QUADRA 12C, N. SN, CS 02 LT 02B RUA 14 ;75.617,83;165.000,00;54.18;Casa, 0.00 de área total, 68.10 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424726174
 8444412747015 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM SANTA LUCIA ;QUADRA 45 LOTE 15, N. S/N, Apto 101, RUA PINDAÍBA ;77.634,30;169.400,00;54.18;Apartamento, 0.00 de área total, 80.03 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412747015
 8444426933169 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 02 ;QUADRA 37  CONJUNTO A, N. SN, Apto 102, LT 47, BL A, RUA 08 ;92.431,76;200.000,00;53.79;Apartamento, 0.00 de área total, 67.58 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426933169
 8444402264631 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 73 CONJ A SETOR 12, N. ., CS 04 LT 02 ;48.615,46;105.000,00;53.70;Casa, 59.34 de área total, 59.34 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402264631
 8787700704640 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES IMPERATRIZ ;QUADRA 6, Apto 202, 202, QD 06, LT 08 - RUA 14 A - ;52.319,49;113.000,00;53.70;Apartamento, 0.00 de área total, 47.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700704640
 8444400868734 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM VI ;QUADRA 63 N SN 29A1, N. SN ;51.949,10;112.200,00;53.70;Casa, 0.00 de área total, 73.80 de área privativa, 300.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400868734
 8444404432370 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA IV ;QUADRA 95, N. SN, LT 33 RUA 32 ;50.930,48;110.000,00;53.70;Casa, 0.00 de área total, 58.81 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404432370
 8555514477906 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA IV ;QUADRA 105 LOTE 36, N. SN, CASA ;49.078,47;106.000,00;53.70;Casa, 59.81 de área total, 59.81 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555514477906
 8444415775737 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM I ;0 LOTE 12 QUADRA 8, N. SN, Apto 103 ;58.067,54;125.000,00;53.55;Apartamento, 66.46 de área total, 37.10 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415775737
 8444404161759 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM VI ;RUA 16, QD 67, LT 06A-1 ;54.351,22;117.000,00;53.55;Casa, 0.00 de área total, 56.17 de área privativa, 300.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404161759
 8444425947263 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA IV ;QUADRA 104, N. SN, LT 33 RUA 33 ;54.815,76;118.000,00;53.55;Casa, 0.00 de área total, 59.81 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425947263
 8444424303494 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;RUA 38, N. SN, Apto 202, 1PAV BL M LT 11 QD 85 CONJ A ;57.603,00;124.000,00;53.55;Apartamento, 63.00 de área total, 58.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424303494
 8444425895778 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;QUADRA 85 - CONJUNTO A, N. SN, Apto 201, BL F, RUA 38, LT 11 ;58.067,54;125.000,00;53.55;Apartamento, 0.00 de área total, 58.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425895778
 8444418978043 ;GO ;AGUAS LINDAS DE GOIAS ;ROYAL PARQUE ;RUA 13, N. SN, CS 03, LT 16-A1, QD 10-C ;57.603,00;124.000,00;53.55;Casa, 0.00 de área total, 65.00 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418978043
 8787700432420 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM SANTA LUCIA ;RUA EUCALIPTO, N. SN, CS 10, LT 09 ;56.673,92;122.000,00;53.55;Casa, 0.00 de área total, 60.17 de área privativa, 131.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700432420
 8444419604708 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AGUAS LINDAS ;RUA DOIS, Apto 103, LT 03C QD 6 ;87.110,49;186.000,00;53.17;Apartamento, 0.00 de área total, 58.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419604708
 8444408096641 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 75 CONJUNTO A, N. SN, CS 03, LT 06-D, RUA 13 ;79.765,34;170.000,00;53.08;Casa, 0.00 de área total, 69.96 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408096641
 8444422564983 ;GO ;AGUAS LINDAS DE GOIAS ;Park Aguas Bonitas I ;QD 04 LT 16-B, Apto 301, ETAPA B ;36.630,11;78.000,00;53.04;Apartamento, 0.00 de área total, 46.75 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422564983
 8444421123169 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 08 ;RUA 8, N. SN, Apto 202, LT 18-A, QD 34, CJ B, SETOR 08, 1º PAV ;59.178,97;126.000,00;53.04;Apartamento, 0.00 de área total, 52.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421123169
 8444415290970 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 05 ;QD 11 CJ B, N. SN, Apto 101, TERREO LT 26B RUA 03 ;59.648,64;127.000,00;53.04;Apartamento, 106.59 de área total, 49.61 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415290970
 8444422866505 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 05 ;RUA SÃO FRANCISCO, N. SN, Apto 105, LT 16 QD 11 CJ A SETOR 05 ;63.406,03;135.000,00;53.04;Apartamento, 0.00 de área total, 70.72 de área privativa, 930.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422866505
 8444426377231 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 06 ;QUADRA 6, N. 0, Apto 202, LT 26, QD 06 ;63.406,03;135.000,00;53.04;Apartamento, 0.00 de área total, 57.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426377231
 8444423210379 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DOS PINHEIROS ;QUADRA 19, N. SN, Apto 202, LT 20 ;61.057,66;130.000,00;53.04;Apartamento, 0.00 de área total, 64.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423210379
 8787705337131 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QD B29 N LOTE 05 APT301 RUA 22, N. SN, Apto 301, PAVIMENTO 02 LOTE 05 RUA 22 ;61.997,01;132.000,00;53.04;Apartamento, 66.39 de área total, 55.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705337131
 8444415086672 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM V ;QUADRA 9, N. SN, Apto 103, LT 05 ;63.406,03;135.000,00;53.04;Apartamento, 0.00 de área total, 50.91 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415086672
 8444417434910 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM V ;QUADRA 20, N. SN, Apto 203, LT 23 ;61.997,01;132.000,00;53.04;Apartamento, 0.00 de área total, 66.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417434910
 8787703562642 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM VI ;QUADRA 72, N. SN, Apto 102, LOTE 05 TERREO ;62.936,37;134.000,00;53.04;Apartamento, 0.00 de área total, 63.73 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703562642
 8444420421751 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA II ;RUA CATALAO, N. SN, Apto 203, LT 05 QD 29 ;62.466,69;133.000,00;53.04;Apartamento, 68.84 de área total, 61.66 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420421751
 8444423811186 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;RUA TRINTA E OITO, N. SN, Apto 101, BL D - LT 11  QD 85 CJTO A ST 11 ;61.057,66;130.000,00;53.04;Apartamento, 0.00 de área total, 58.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423811186
 8787709646902 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 15 ;RUA 40, N. SN, Apto 101, TERREO LT01P QD 115 ST 15 ;63.406,03;135.000,00;53.04;Apartamento, 107.73 de área total, 71.08 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709646902
 8444421776790 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA III ;QUADRA 11, N. SN, LT 01A4 RUA BAHIA ;61.057,66;130.000,00;53.04;Casa, 0.00 de área total, 68.14 de área privativa, 244.30 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421776790
 8444422438961 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM PLANALTO ;RUA MARSELHA QD 02 LT 38 N SN APTO 204, N. -, Apto 204, QD 02 LT 38 ;63.406,03;135.000,00;53.04;Apartamento, 0.00 de área total, 63.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422438961
 8444416401393 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM SANTA LUCIA ;RUA MACAUB MACAUBA, N. SN, Apto 102, QD 23 LT 22 VAGA 04 ;61.997,01;132.000,00;53.04;Apartamento, 0.00 de área total, 53.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416401393
 8444418101320 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM SANTA LUCIA ;LOTE 03 DA QUADRA 31 DO LOTEAMENTO JARDIM SANTA LU, N. SN, Apto 102 ;63.406,03;135.000,00;53.04;Apartamento, 72.00 de área total, 53.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418101320
 8444423800826 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM SANTA LUCIA ;0 QUADRA 00, N. SN, CS K LT 23 RUA EUCALIPTO LOT RES SANTA ;62.466,69;133.000,00;53.04;Casa, 0.00 de área total, 64.40 de área privativa, 149.32 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423800826
 8444421410460 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 58 CONJUNTO A, N. S/N, Apto 302, BL A RUA 27 ;68.865,69;145.000,00;52.51;Apartamento, 117.54 de área total, 61.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421410460
 8444426146558 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 64 CONJ A S 12, N. SN, Apto 202, LT 20 C PAV SUPERIOR ;67.440,88;142.000,00;52.51;Apartamento, 73.49 de área total, 48.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426146558
 8444427289654 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 07 ;QUADRA 61, N. SN, CS 01 LT 54A SETOR 07 RUA 30 ;67.915,81;143.000,00;52.51;Casa, 0.00 de área total, 69.78 de área privativa, 225.31 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427289654
 8444423178912 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 04 ;RUA 4, N. SN, Apto 101, TERREO BL B LT 37 QD 13 ;71.715,30;151.000,00;52.51;Apartamento, 113.10 de área total, 60.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423178912
 8444423567595 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 06 ;AVENIDA PERIMETRAL 02, N. 0, Apto 103, QD 05 LT 28 CJ A ;67.915,81;143.000,00;52.51;Apartamento, 0.00 de área total, 54.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423567595
 8444426740026 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 06 ;RUA PRATA, N. 0, Apto 201, QD 06 LT 14 ;68.865,69;145.000,00;52.51;Apartamento, 0.00 de área total, 62.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426740026
 8444425848087 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DOS PINHEIROS ;AVENIDA MINAS GERAIS, N. SN, Apto 104, LT 20, QD 15 ;69.815,56;147.000,00;52.51;Apartamento, 0.00 de área total, 52.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425848087
 8444421898535 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM III ;QUADRA 11, N. SN, Apto 101, LT 16 VIA DE ACESSO ;69.340,62;146.000,00;52.51;Apartamento, 0.00 de área total, 54.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421898535
 8444418777978 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM V ;QUADRA 7, N. SN, Apto 301, LT 22 ;73.615,04;155.000,00;52.51;Apartamento, 0.00 de área total, 69.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418777978
 8787703682710 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM VI ;QUADRA 72, N. S/N, Apto 101, LT 02, RUA 18 ;71.240,37;150.000,00;52.51;Apartamento, 0.00 de área total, 63.73 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703682710
 8787706865670 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM VI ;QD 72 N SN 202 02RUA 18, N. SN, Apto 202, PAVIMENTO 01  LT 02 ;67.915,81;143.000,00;52.51;Apartamento, 80.26 de área total, 61.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706865670
 8444417065966 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 10 ;LOTE AV-3-A3-A, N. SN, Apto 102, RUA TOCANTINS, ST 10 ;68.865,69;145.000,00;52.51;Apartamento, 0.00 de área total, 55.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417065966
 8444426506210 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 10 ;RUA 9, N. S/N, Apto 103, LT 27 QD 109 CONJ A S 10 VAGA 03 TERRE ;67.915,81;143.000,00;52.51;Apartamento, 65.18 de área total, 59.71 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426506210
 8444420505610 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;QUADRA 91 CONJUNTO A, N. SN, CS 04 LT 05A11 SETOR 11 AVENIDA 05 ;67.440,88;142.000,00;52.51;Casa, 0.00 de área total, 66.50 de área privativa, 251.69 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420505610
 8444423201469 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;RUA TRINTA E OITO, N. SN, Apto 201, BL D - LT 11 QD 85 CJTO A ST 11 ;67.915,81;143.000,00;52.51;Apartamento, 0.00 de área total, 58.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423201469
 8444424259851 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;AVENIDA UM, N. SN, Apto 201, BL A - LO 29 QD 09 CJTO A ST 11 ;66.491,01;140.000,00;52.51;Apartamento, 0.00 de área total, 47.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424259851
 8444426174578 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;QUADRA 85 RUA 38, N. SN, Apto 101, LT 11  CONJ A ;67.915,81;143.000,00;52.51;Apartamento, 0.00 de área total, 58.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426174578
 8444418181110 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 16 ;LOTE 917 DA QUADRA 125 CONJUNTO B  MODULO B SETOR, N. SN, Apto 2 ;70.765,43;149.000,00;52.51;Apartamento, 58.64 de área total, 58.64 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418181110
